facies_type,element_general_type,period,era,climate,sys_gs_category,stacked_thickness
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.015
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.016
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.016
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.218
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.785
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.672
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.289
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.302
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.008
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.007
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.008
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.515
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.428
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.529
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.059
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.125
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.065
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.038
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.42
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.033
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.029
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.073
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.068
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.049
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.11
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.075
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.088
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.027
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.102
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.02
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.044
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.091
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.039
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.014
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.04
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.03
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.105
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.043
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.06
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.03
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.13
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.14
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.08
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.06
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.07
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.11
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.04
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.08
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.09
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.11
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.12
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.04
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.04
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.033
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.056
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.034
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.1
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.143
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.092
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.103
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.026
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.077
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.063
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.209
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.045
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.069
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.293
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.074
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.077
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.088
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.082
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.023
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.018
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.029
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.061
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.114
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.11
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.019
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.122
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.122
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.021
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.01
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.063
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.027
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.013
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.011
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.043
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.029
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.047
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.053
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.071
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.051
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.056
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.04
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.019
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.129
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.035
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.026
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.037
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.12
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.05
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.04
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.02
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.29
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.039
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.1
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.245
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.077
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.045
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.154
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.077
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.122
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.068
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.14
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.277
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.023
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.512
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.068
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.159
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.099
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.181
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.252
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.108
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.068
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.162
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.101
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.018
M,terminal deposit,Ordovician,Paleozoic,greenhouse,sandy system,0.096
M,levee,Ordovician,Paleozoic,greenhouse,sandy system,0.091
M,levee,Ordovician,Paleozoic,greenhouse,sandy system,0.387
M,levee,Ordovician,Paleozoic,greenhouse,sandy system,0.133
M,levee,Ordovician,Paleozoic,greenhouse,sandy system,0.204
M,levee,Ordovician,Paleozoic,greenhouse,sandy system,0.056
M,levee,Ordovician,Paleozoic,greenhouse,sandy system,0.017
M,levee,Ordovician,Paleozoic,greenhouse,sandy system,0.064
M,levee,Ordovician,Paleozoic,greenhouse,sandy system,0.031
M,levee,Ordovician,Paleozoic,greenhouse,sandy system,0.063
M,levee,Ordovician,Paleozoic,greenhouse,sandy system,0.162
M,levee,Ordovician,Paleozoic,greenhouse,sandy system,0.139
M,levee,Ordovician,Paleozoic,greenhouse,sandy system,0.083
M,levee,Ordovician,Paleozoic,greenhouse,sandy system,0.105
M,levee,Ordovician,Paleozoic,greenhouse,sandy system,0.063
M,levee,Ordovician,Paleozoic,greenhouse,sandy system,0.104
M,levee,Ordovician,Paleozoic,greenhouse,sandy system,0.054
M,levee,Ordovician,Paleozoic,greenhouse,sandy system,0.068
M,levee,Ordovician,Paleozoic,greenhouse,sandy system,0.155
M,levee,Ordovician,Paleozoic,greenhouse,sandy system,0.02
M,levee,Ordovician,Paleozoic,greenhouse,sandy system,0.028
M,levee,Ordovician,Paleozoic,greenhouse,sandy system,0.131
M,levee,Ordovician,Paleozoic,greenhouse,sandy system,0.098
M,levee,Ordovician,Paleozoic,greenhouse,sandy system,0.046
M,levee,Ordovician,Paleozoic,greenhouse,sandy system,0.067
M,levee,Ordovician,Paleozoic,greenhouse,sandy system,0.043
M,levee,Ordovician,Paleozoic,greenhouse,sandy system,0.048
M,levee,Ordovician,Paleozoic,greenhouse,sandy system,0.028
M,levee,Ordovician,Paleozoic,greenhouse,sandy system,0.028
M,levee,Ordovician,Paleozoic,greenhouse,sandy system,0.075
M,levee,Ordovician,Paleozoic,greenhouse,sandy system,0.162
M,levee,Ordovician,Paleozoic,greenhouse,sandy system,0.043
M,levee,Ordovician,Paleozoic,greenhouse,sandy system,0.031
M,levee,Ordovician,Paleozoic,greenhouse,sandy system,0.07
M,levee,Ordovician,Paleozoic,greenhouse,sandy system,0.075
M,levee,Ordovician,Paleozoic,greenhouse,sandy system,0.033
M,levee,Ordovician,Paleozoic,greenhouse,sandy system,0.018
M,levee,Ordovician,Paleozoic,greenhouse,sandy system,0.038
M,levee,Ordovician,Paleozoic,greenhouse,sandy system,0.018
M,levee,Ordovician,Paleozoic,greenhouse,sandy system,0.037
M,levee,Ordovician,Paleozoic,greenhouse,sandy system,0.03
M,levee,Ordovician,Paleozoic,greenhouse,sandy system,0.011
M,levee,Ordovician,Paleozoic,greenhouse,sandy system,0.01
M,levee,Ordovician,Paleozoic,greenhouse,sandy system,0.061
M,levee,Ordovician,Paleozoic,greenhouse,sandy system,0.057
M,levee,Ordovician,Paleozoic,greenhouse,sandy system,0.049
M,levee,Ordovician,Paleozoic,greenhouse,sandy system,0.034
M,levee,Ordovician,Paleozoic,greenhouse,sandy system,0.012
M,levee,Ordovician,Paleozoic,greenhouse,sandy system,0.055
M,channel,Ordovician,Paleozoic,greenhouse,sandy system,0.059
M,channel,Ordovician,Paleozoic,greenhouse,sandy system,0.181
M,channel,Ordovician,Paleozoic,greenhouse,sandy system,0.037
M,channel,Ordovician,Paleozoic,greenhouse,sandy system,0.069
M,channel,Ordovician,Paleozoic,greenhouse,sandy system,0.125
M,terminal deposit,Carboniferous,Paleozoic,icehouse,gravelly-sand system,17.64
M,terminal deposit,Carboniferous,Paleozoic,icehouse,gravelly-sand system,22.84
M,terminal deposit,Carboniferous,Paleozoic,icehouse,gravelly-sand system,3.05
M,terminal deposit,Carboniferous,Paleozoic,icehouse,gravelly-sand system,20.05
M,terminal deposit,Carboniferous,Paleozoic,icehouse,gravelly-sand system,8.71
M,terminal deposit,Carboniferous,Paleozoic,icehouse,gravelly-sand system,2.12
M,terminal deposit,Carboniferous,Paleozoic,icehouse,gravelly-sand system,2.01
M,terminal deposit,Carboniferous,Paleozoic,icehouse,gravelly-sand system,7.14
M,terminal deposit,Carboniferous,Paleozoic,icehouse,gravelly-sand system,2.01
M,terminal deposit,Carboniferous,Paleozoic,icehouse,gravelly-sand system,3.35
M,terminal deposit,Carboniferous,Paleozoic,icehouse,gravelly-sand system,1.56
M,terminal deposit,Carboniferous,Paleozoic,icehouse,gravelly-sand system,1.34
M,terminal deposit,Carboniferous,Paleozoic,icehouse,gravelly-sand system,2.68
M,terminal deposit,Carboniferous,Paleozoic,icehouse,gravelly-sand system,0.89
M,terminal deposit,Carboniferous,Paleozoic,icehouse,gravelly-sand system,1.56
M,terminal deposit,Carboniferous,Paleozoic,icehouse,gravelly-sand system,3.46
M,terminal deposit,Carboniferous,Paleozoic,icehouse,gravelly-sand system,2.9
M,terminal deposit,Carboniferous,Paleozoic,icehouse,gravelly-sand system,1.67
M,terminal deposit,Carboniferous,Paleozoic,icehouse,gravelly-sand system,2.23
M,terminal deposit,Carboniferous,Paleozoic,icehouse,gravelly-sand system,1.9
M,terminal deposit,Carboniferous,Paleozoic,icehouse,gravelly-sand system,1.16
M,channel,Carboniferous,Paleozoic,icehouse,gravelly-sand system,1.39
M,terminal deposit,Carboniferous,Paleozoic,icehouse,gravelly-sand system,1.67
M,terminal deposit,Carboniferous,Paleozoic,icehouse,gravelly-sand system,0.88
M,terminal deposit,Carboniferous,Paleozoic,icehouse,gravelly-sand system,1.22
M,channel,Carboniferous,Paleozoic,icehouse,sandy system,0.04
M,channel,Carboniferous,Paleozoic,icehouse,sandy system,0.02
M,channel,Carboniferous,Paleozoic,icehouse,sandy system,0.22
M,channel,Carboniferous,Paleozoic,icehouse,sandy system,0.04
M,channel,Carboniferous,Paleozoic,icehouse,sandy system,0.07
M,channel,Carboniferous,Paleozoic,icehouse,sandy system,0.7
M,channel,Carboniferous,Paleozoic,icehouse,sandy system,0.01
M,channel,Carboniferous,Paleozoic,icehouse,sandy system,0.5
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.12
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.16
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.05
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.06
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.03
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.02
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.03
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.03
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.03
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.04
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.03
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.03
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.03
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.04
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.16
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.15
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.17
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.03
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.03
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.03
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.03
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.03
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.03
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.03
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.03
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.03
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.03
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.03
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.03
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.03
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.04
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.03
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.17
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.05
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.06
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.06
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.05
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.04
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.04
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.05
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.08
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.03
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.03
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.06
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.05
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.05
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.04
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.11
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.05
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.04
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.03
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.03
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.03
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.07
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.08
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.1
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.09
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.08
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.1
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.01
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.06
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.04
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.04
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.02
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.05
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.03
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.04
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.03
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.02
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.04
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.04
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.09
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.1
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.08
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.1
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.05
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.07
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.02
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.08
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.03
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.08
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.07
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.05
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.03
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.05
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.07
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.09
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.16
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.05
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.09
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.23
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.3
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.25
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.16
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.12
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.07
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.21
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.09
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.04
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.06
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.04
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.16
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.21
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.13
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.11
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.15
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.22
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.08
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.08
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.03
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.05
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.06
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.07
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.07
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.13
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.09
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.06
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.08
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.03
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.27
M,channel,Carboniferous,Paleozoic,icehouse,sandy system,0.14
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.12
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.05
M,channel,Carboniferous,Paleozoic,icehouse,sandy system,0.34
M,channel,Carboniferous,Paleozoic,icehouse,sandy system,0.37
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.24
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.23
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.16
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.26
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.27
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.05
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.31
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.11
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.09
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.11
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.07
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.09
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.13
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.09
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.15
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.14
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.18
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.22
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.06
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.16
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.1
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.13
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.09
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.14
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.17
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.12
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.08
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.12
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.11
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.12
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.13
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.07
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.05
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.09
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.02
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.11
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.11
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.23
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.12
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.06
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.07
M,terminal deposit,Carboniferous,Paleozoic,icehouse,sandy system,0.07
