artificial_bed_id,code,bed_thickness,log_ID,element_ID,subset_ID,case_study_ID,system_ID,element_general_type,cs_age_from,cs_age_to,sys_age_from,sys_age_to,sand_fraction,sys_gs_category,age,epoch,period,era,start_ma,end_ma,climate
3913,S-N-m,0.02,1046,10280,112,107,5,levee,143,143,143,143,0.781029,gravelly-sand system,(Neo-proterozoic),-,-,Neo-proterozoic,1000,541,uncertain
3914,G-N-m,0.4,1046,10241,112,107,5,channel,143,143,143,143,0.781029,gravelly-sand system,(Neo-proterozoic),-,-,Neo-proterozoic,1000,541,uncertain
3915,G-N-m,0.58,1046,10241,112,107,5,channel,143,143,143,143,0.781029,gravelly-sand system,(Neo-proterozoic),-,-,Neo-proterozoic,1000,541,uncertain
3916,G-N-m,0.32,1046,10241,112,107,5,channel,143,143,143,143,0.781029,gravelly-sand system,(Neo-proterozoic),-,-,Neo-proterozoic,1000,541,uncertain
3917,S-N-m,0.02,1046,10241,112,107,5,channel,143,143,143,143,0.781029,gravelly-sand system,(Neo-proterozoic),-,-,Neo-proterozoic,1000,541,uncertain
3918,S-N-m,0.02,1046,10241,112,107,5,channel,143,143,143,143,0.781029,gravelly-sand system,(Neo-proterozoic),-,-,Neo-proterozoic,1000,541,uncertain
3919,G-N-m,0.21,1046,10241,112,107,5,channel,143,143,143,143,0.781029,gravelly-sand system,(Neo-proterozoic),-,-,Neo-proterozoic,1000,541,uncertain
3920,G-N-m,0.06,1046,10241,112,107,5,channel,143,143,143,143,0.781029,gravelly-sand system,(Neo-proterozoic),-,-,Neo-proterozoic,1000,541,uncertain
3921,G-N-m,0.16,1046,10241,112,107,5,channel,143,143,143,143,0.781029,gravelly-sand system,(Neo-proterozoic),-,-,Neo-proterozoic,1000,541,uncertain
3923,S-N-m,0.21,1046,10241,112,107,5,channel,143,143,143,143,0.781029,gravelly-sand system,(Neo-proterozoic),-,-,Neo-proterozoic,1000,541,uncertain
3924,S-N-m,0.31,1046,10241,112,107,5,channel,143,143,143,143,0.781029,gravelly-sand system,(Neo-proterozoic),-,-,Neo-proterozoic,1000,541,uncertain
3925,G-N-m,0.23,1046,10241,112,107,5,channel,143,143,143,143,0.781029,gravelly-sand system,(Neo-proterozoic),-,-,Neo-proterozoic,1000,541,uncertain
3926,G-N-m,0.26,1046,10241,112,107,5,channel,143,143,143,143,0.781029,gravelly-sand system,(Neo-proterozoic),-,-,Neo-proterozoic,1000,541,uncertain
3927,G-N-m,0.11,1046,10241,112,107,5,channel,143,143,143,143,0.781029,gravelly-sand system,(Neo-proterozoic),-,-,Neo-proterozoic,1000,541,uncertain
3928,G-N-m,0.14,1046,10241,112,107,5,channel,143,143,143,143,0.781029,gravelly-sand system,(Neo-proterozoic),-,-,Neo-proterozoic,1000,541,uncertain
3929,S-N-m,0.2,1046,10241,112,107,5,channel,143,143,143,143,0.781029,gravelly-sand system,(Neo-proterozoic),-,-,Neo-proterozoic,1000,541,uncertain
3930,S-N-m,0.05,1046,10241,112,107,5,channel,143,143,143,143,0.781029,gravelly-sand system,(Neo-proterozoic),-,-,Neo-proterozoic,1000,541,uncertain
3931,S-N-m,0.08,1046,10241,112,107,5,channel,143,143,143,143,0.781029,gravelly-sand system,(Neo-proterozoic),-,-,Neo-proterozoic,1000,541,uncertain
3932,G-N-m,0.11,1046,10241,112,107,5,channel,143,143,143,143,0.781029,gravelly-sand system,(Neo-proterozoic),-,-,Neo-proterozoic,1000,541,uncertain
3933,G-N-m,0.29,1046,10241,112,107,5,channel,143,143,143,143,0.781029,gravelly-sand system,(Neo-proterozoic),-,-,Neo-proterozoic,1000,541,uncertain
3934,sG-N-m,0.2,1046,10241,112,107,5,channel,143,143,143,143,0.781029,gravelly-sand system,(Neo-proterozoic),-,-,Neo-proterozoic,1000,541,uncertain
3935,G-N-m,0.1,1046,10241,112,107,5,channel,143,143,143,143,0.781029,gravelly-sand system,(Neo-proterozoic),-,-,Neo-proterozoic,1000,541,uncertain
3936,G-N-m,0.12,1046,10241,112,107,5,channel,143,143,143,143,0.781029,gravelly-sand system,(Neo-proterozoic),-,-,Neo-proterozoic,1000,541,uncertain
3937,G-N-m,0.15,1046,10241,112,107,5,channel,143,143,143,143,0.781029,gravelly-sand system,(Neo-proterozoic),-,-,Neo-proterozoic,1000,541,uncertain
3938,S-N-m,0.45,1046,10241,112,107,5,channel,143,143,143,143,0.781029,gravelly-sand system,(Neo-proterozoic),-,-,Neo-proterozoic,1000,541,uncertain
3939,S-N-l,0.09,1046,10241,112,107,5,channel,143,143,143,143,0.781029,gravelly-sand system,(Neo-proterozoic),-,-,Neo-proterozoic,1000,541,uncertain
3940,S-N-m,0.05,1046,10241,112,107,5,channel,143,143,143,143,0.781029,gravelly-sand system,(Neo-proterozoic),-,-,Neo-proterozoic,1000,541,uncertain
3941,S-N-m,0.02,1046,10241,112,107,5,channel,143,143,143,143,0.781029,gravelly-sand system,(Neo-proterozoic),-,-,Neo-proterozoic,1000,541,uncertain
3942,S-N-l,0.08,1046,10241,112,107,5,channel,143,143,143,143,0.781029,gravelly-sand system,(Neo-proterozoic),-,-,Neo-proterozoic,1000,541,uncertain
3943,sG-F-x,0.45,1046,10241,112,107,5,channel,143,143,143,143,0.781029,gravelly-sand system,(Neo-proterozoic),-,-,Neo-proterozoic,1000,541,uncertain
3945,S-N-m,0.02,1046,10241,112,107,5,channel,143,143,143,143,0.781029,gravelly-sand system,(Neo-proterozoic),-,-,Neo-proterozoic,1000,541,uncertain
3946,S-N-m,0.02,1046,10241,112,107,5,channel,143,143,143,143,0.781029,gravelly-sand system,(Neo-proterozoic),-,-,Neo-proterozoic,1000,541,uncertain
3947,S-N-m,0.02,1046,10241,112,107,5,channel,143,143,143,143,0.781029,gravelly-sand system,(Neo-proterozoic),-,-,Neo-proterozoic,1000,541,uncertain
3948,S-N-m,0.03,1046,10241,112,107,5,channel,143,143,143,143,0.781029,gravelly-sand system,(Neo-proterozoic),-,-,Neo-proterozoic,1000,541,uncertain
3949,S-N-m,0.25,1046,10241,112,107,5,channel,143,143,143,143,0.781029,gravelly-sand system,(Neo-proterozoic),-,-,Neo-proterozoic,1000,541,uncertain
3950,S-N-l,0.19,1046,10241,112,107,5,channel,143,143,143,143,0.781029,gravelly-sand system,(Neo-proterozoic),-,-,Neo-proterozoic,1000,541,uncertain
3951,S-N-l,0.11,1046,10241,112,107,5,channel,143,143,143,143,0.781029,gravelly-sand system,(Neo-proterozoic),-,-,Neo-proterozoic,1000,541,uncertain
3952,S-N-l,0.1,1046,10241,112,107,5,channel,143,143,143,143,0.781029,gravelly-sand system,(Neo-proterozoic),-,-,Neo-proterozoic,1000,541,uncertain
3953,S-N-l,0.12,1046,10241,112,107,5,channel,143,143,143,143,0.781029,gravelly-sand system,(Neo-proterozoic),-,-,Neo-proterozoic,1000,541,uncertain
3954,S-N-l,0.15,1046,10241,112,107,5,channel,143,143,143,143,0.781029,gravelly-sand system,(Neo-proterozoic),-,-,Neo-proterozoic,1000,541,uncertain
3955,S-N-l,0.18,1046,10302,112,107,5,levee,143,143,143,143,0.781029,gravelly-sand system,(Neo-proterozoic),-,-,Neo-proterozoic,1000,541,uncertain
3956,S-N-m,0.04,1046,10302,112,107,5,levee,143,143,143,143,0.781029,gravelly-sand system,(Neo-proterozoic),-,-,Neo-proterozoic,1000,541,uncertain
3957,S-N-m,0.47,1046,10302,112,107,5,levee,143,143,143,143,0.781029,gravelly-sand system,(Neo-proterozoic),-,-,Neo-proterozoic,1000,541,uncertain
3958,S-N-m,0.3,1046,10302,112,107,5,levee,143,143,143,143,0.781029,gravelly-sand system,(Neo-proterozoic),-,-,Neo-proterozoic,1000,541,uncertain
3959,S-N-m,0.12,1046,10265,112,107,5,channel,143,143,143,143,0.781029,gravelly-sand system,(Neo-proterozoic),-,-,Neo-proterozoic,1000,541,uncertain
3960,G-N-m,0.1,1046,10265,112,107,5,channel,143,143,143,143,0.781029,gravelly-sand system,(Neo-proterozoic),-,-,Neo-proterozoic,1000,541,uncertain
3961,G-N-m,0.09,1046,10265,112,107,5,channel,143,143,143,143,0.781029,gravelly-sand system,(Neo-proterozoic),-,-,Neo-proterozoic,1000,541,uncertain
3962,G-N-m,0.07,1046,10265,112,107,5,channel,143,143,143,143,0.781029,gravelly-sand system,(Neo-proterozoic),-,-,Neo-proterozoic,1000,541,uncertain
3963,G-N-m,0.12,1046,10265,112,107,5,channel,143,143,143,143,0.781029,gravelly-sand system,(Neo-proterozoic),-,-,Neo-proterozoic,1000,541,uncertain
3964,S-N-m,0.06,1046,10265,112,107,5,channel,143,143,143,143,0.781029,gravelly-sand system,(Neo-proterozoic),-,-,Neo-proterozoic,1000,541,uncertain
3965,S-N-m,0.15,1046,10265,112,107,5,channel,143,143,143,143,0.781029,gravelly-sand system,(Neo-proterozoic),-,-,Neo-proterozoic,1000,541,uncertain
3966,S-N-m,0.18,1046,10265,112,107,5,channel,143,143,143,143,0.781029,gravelly-sand system,(Neo-proterozoic),-,-,Neo-proterozoic,1000,541,uncertain
3967,S-N-m,0.09,1046,10265,112,107,5,channel,143,143,143,143,0.781029,gravelly-sand system,(Neo-proterozoic),-,-,Neo-proterozoic,1000,541,uncertain
3968,S-N-m,0.14,1046,10265,112,107,5,channel,143,143,143,143,0.781029,gravelly-sand system,(Neo-proterozoic),-,-,Neo-proterozoic,1000,541,uncertain
3969,S-N-m,0.18,1046,10266,112,107,5,channel,143,143,143,143,0.781029,gravelly-sand system,(Neo-proterozoic),-,-,Neo-proterozoic,1000,541,uncertain
3970,S-N-m,0.3,1046,10266,112,107,5,channel,143,143,143,143,0.781029,gravelly-sand system,(Neo-proterozoic),-,-,Neo-proterozoic,1000,541,uncertain
3971,S-N-m,0.17,1046,10266,112,107,5,channel,143,143,143,143,0.781029,gravelly-sand system,(Neo-proterozoic),-,-,Neo-proterozoic,1000,541,uncertain
3972,S-N-m,0.71,1046,10266,112,107,5,channel,143,143,143,143,0.781029,gravelly-sand system,(Neo-proterozoic),-,-,Neo-proterozoic,1000,541,uncertain
3973,S-N-m,0.91,1046,10266,112,107,5,channel,143,143,143,143,0.781029,gravelly-sand system,(Neo-proterozoic),-,-,Neo-proterozoic,1000,541,uncertain
3974,S-N-m,0.08,1046,10266,112,107,5,channel,143,143,143,143,0.781029,gravelly-sand system,(Neo-proterozoic),-,-,Neo-proterozoic,1000,541,uncertain
3975,S-F-x,0.54,1046,10267,112,107,5,channel,143,143,143,143,0.781029,gravelly-sand system,(Neo-proterozoic),-,-,Neo-proterozoic,1000,541,uncertain
3976,S-N-m,0.35,1046,10267,112,107,5,channel,143,143,143,143,0.781029,gravelly-sand system,(Neo-proterozoic),-,-,Neo-proterozoic,1000,541,uncertain
3977,S-N-m,0.31,1046,10267,112,107,5,channel,143,143,143,143,0.781029,gravelly-sand system,(Neo-proterozoic),-,-,Neo-proterozoic,1000,541,uncertain
3978,S-N-m,0.02,1046,10267,112,107,5,channel,143,143,143,143,0.781029,gravelly-sand system,(Neo-proterozoic),-,-,Neo-proterozoic,1000,541,uncertain
3979,S-N-l,0.04,1046,10267,112,107,5,channel,143,143,143,143,0.781029,gravelly-sand system,(Neo-proterozoic),-,-,Neo-proterozoic,1000,541,uncertain
3980,S-N-m,0.01,1046,10267,112,107,5,channel,143,143,143,143,0.781029,gravelly-sand system,(Neo-proterozoic),-,-,Neo-proterozoic,1000,541,uncertain
3981,S-N-m,0.41,1046,10267,112,107,5,channel,143,143,143,143,0.781029,gravelly-sand system,(Neo-proterozoic),-,-,Neo-proterozoic,1000,541,uncertain
3982,S-N-m,0.36,1046,10268,112,107,5,channel,143,143,143,143,0.781029,gravelly-sand system,(Neo-proterozoic),-,-,Neo-proterozoic,1000,541,uncertain
3983,S-N-m,0.42,1046,10268,112,107,5,channel,143,143,143,143,0.781029,gravelly-sand system,(Neo-proterozoic),-,-,Neo-proterozoic,1000,541,uncertain
3984,S-N-l,0.29,1046,10307,112,107,5,levee,143,143,143,143,0.781029,gravelly-sand system,(Neo-proterozoic),-,-,Neo-proterozoic,1000,541,uncertain
4202,S-N-m,2.09,1047,10318,114,108,210,channel,15,15,17,15,0.971341,sandy system,Rupelian,Oligocene,Paleogene,Cenozoic,33.9,27.82,icehouse
4203,S-N-m,3.57,1047,10318,114,108,210,channel,15,15,17,15,0.971341,sandy system,Rupelian,Oligocene,Paleogene,Cenozoic,33.9,27.82,icehouse
4204,S-N-m,0.12,1047,10318,114,108,210,channel,15,15,17,15,0.971341,sandy system,Rupelian,Oligocene,Paleogene,Cenozoic,33.9,27.82,icehouse
4205,S-N-m,1.66,1047,10318,114,108,210,channel,15,15,17,15,0.971341,sandy system,Rupelian,Oligocene,Paleogene,Cenozoic,33.9,27.82,icehouse
4206,S-N-m,0.73,1047,10318,114,108,210,channel,15,15,17,15,0.971341,sandy system,Rupelian,Oligocene,Paleogene,Cenozoic,33.9,27.82,icehouse
4207,S-N-m,1.17,1047,10318,114,108,210,channel,15,15,17,15,0.971341,sandy system,Rupelian,Oligocene,Paleogene,Cenozoic,33.9,27.82,icehouse
4208,S-N-m,0.48,1047,10318,114,108,210,channel,15,15,17,15,0.971341,sandy system,Rupelian,Oligocene,Paleogene,Cenozoic,33.9,27.82,icehouse
4209,G-N-m,0.48,1047,10318,114,108,210,channel,15,15,17,15,0.971341,sandy system,Rupelian,Oligocene,Paleogene,Cenozoic,33.9,27.82,icehouse
4210,S-N-m,0.16,1047,10318,114,108,210,channel,15,15,17,15,0.971341,sandy system,Rupelian,Oligocene,Paleogene,Cenozoic,33.9,27.82,icehouse
4211,sG-N-m,2.16,1047,10318,114,108,210,channel,15,15,17,15,0.971341,sandy system,Rupelian,Oligocene,Paleogene,Cenozoic,33.9,27.82,icehouse
4212,sG-N-m,1.06,1047,10318,114,108,210,channel,15,15,17,15,0.971341,sandy system,Rupelian,Oligocene,Paleogene,Cenozoic,33.9,27.82,icehouse
4213,sG-N-m,0.79,1047,10318,114,108,210,channel,15,15,17,15,0.971341,sandy system,Rupelian,Oligocene,Paleogene,Cenozoic,33.9,27.82,icehouse
4214,sG-N-m,0.91,1047,10318,114,108,210,channel,15,15,17,15,0.971341,sandy system,Rupelian,Oligocene,Paleogene,Cenozoic,33.9,27.82,icehouse
4215,G-N-m,0.52,1047,10318,114,108,210,channel,15,15,17,15,0.971341,sandy system,Rupelian,Oligocene,Paleogene,Cenozoic,33.9,27.82,icehouse
4216,S-N-m,1.62,1047,10318,114,108,210,channel,15,15,17,15,0.971341,sandy system,Rupelian,Oligocene,Paleogene,Cenozoic,33.9,27.82,icehouse
4217,S-N-l,0.18,1047,10318,114,108,210,channel,15,15,17,15,0.971341,sandy system,Rupelian,Oligocene,Paleogene,Cenozoic,33.9,27.82,icehouse
4218,S-N-l,0.18,1047,10318,114,108,210,channel,15,15,17,15,0.971341,sandy system,Rupelian,Oligocene,Paleogene,Cenozoic,33.9,27.82,icehouse
4219,S-N-m,0.08,1047,10318,114,108,210,channel,15,15,17,15,0.971341,sandy system,Rupelian,Oligocene,Paleogene,Cenozoic,33.9,27.82,icehouse
4220,S-N-m,0.28,1047,10318,114,108,210,channel,15,15,17,15,0.971341,sandy system,Rupelian,Oligocene,Paleogene,Cenozoic,33.9,27.82,icehouse
4221,S-N-l,0.28,1047,10318,114,108,210,channel,15,15,17,15,0.971341,sandy system,Rupelian,Oligocene,Paleogene,Cenozoic,33.9,27.82,icehouse
4222,S-N-m,1.27,1047,10318,114,108,210,channel,15,15,17,15,0.971341,sandy system,Rupelian,Oligocene,Paleogene,Cenozoic,33.9,27.82,icehouse
4223,S-N-m,0.08,1047,10318,114,108,210,channel,15,15,17,15,0.971341,sandy system,Rupelian,Oligocene,Paleogene,Cenozoic,33.9,27.82,icehouse
4224,S-N-m,0.32,1047,10318,114,108,210,channel,15,15,17,15,0.971341,sandy system,Rupelian,Oligocene,Paleogene,Cenozoic,33.9,27.82,icehouse
4225,S-N-l,0.15,1047,10318,114,108,210,channel,15,15,17,15,0.971341,sandy system,Rupelian,Oligocene,Paleogene,Cenozoic,33.9,27.82,icehouse
4226,S-N-m,2.45,1047,10318,114,108,210,channel,15,15,17,15,0.971341,sandy system,Rupelian,Oligocene,Paleogene,Cenozoic,33.9,27.82,icehouse
4227,S-N-m,0.9,1047,10318,114,108,210,channel,15,15,17,15,0.971341,sandy system,Rupelian,Oligocene,Paleogene,Cenozoic,33.9,27.82,icehouse
4229,S-N-m,0.28,1047,10318,114,108,210,channel,15,15,17,15,0.971341,sandy system,Rupelian,Oligocene,Paleogene,Cenozoic,33.9,27.82,icehouse
4230,S-N-m,0.2,1047,10318,114,108,210,channel,15,15,17,15,0.971341,sandy system,Rupelian,Oligocene,Paleogene,Cenozoic,33.9,27.82,icehouse
4231,S-N-m,0.2,1047,10318,114,108,210,channel,15,15,17,15,0.971341,sandy system,Rupelian,Oligocene,Paleogene,Cenozoic,33.9,27.82,icehouse
4232,S-N-m,0.27,1047,10318,114,108,210,channel,15,15,17,15,0.971341,sandy system,Rupelian,Oligocene,Paleogene,Cenozoic,33.9,27.82,icehouse
4233,S-N-m,0.46,1047,10318,114,108,210,channel,15,15,17,15,0.971341,sandy system,Rupelian,Oligocene,Paleogene,Cenozoic,33.9,27.82,icehouse
4234,G-N-m,0.25,1047,10318,114,108,210,channel,15,15,17,15,0.971341,sandy system,Rupelian,Oligocene,Paleogene,Cenozoic,33.9,27.82,icehouse
4235,S-N-x,0.62,1047,10318,114,108,210,channel,15,15,17,15,0.971341,sandy system,Rupelian,Oligocene,Paleogene,Cenozoic,33.9,27.82,icehouse
4236,G-N-m,3.99,1047,10318,114,108,210,channel,15,15,17,15,0.971341,sandy system,Rupelian,Oligocene,Paleogene,Cenozoic,33.9,27.82,icehouse
4238,S-N-x,0.77,1047,10318,114,108,210,channel,15,15,17,15,0.971341,sandy system,Rupelian,Oligocene,Paleogene,Cenozoic,33.9,27.82,icehouse
4239,S-N-l,1.24,1047,10318,114,108,210,channel,15,15,17,15,0.971341,sandy system,Rupelian,Oligocene,Paleogene,Cenozoic,33.9,27.82,icehouse
4240,S-N-m,0.8,1047,10318,114,108,210,channel,15,15,17,15,0.971341,sandy system,Rupelian,Oligocene,Paleogene,Cenozoic,33.9,27.82,icehouse
4241,S-N-m,0.08,1047,10318,114,108,210,channel,15,15,17,15,0.971341,sandy system,Rupelian,Oligocene,Paleogene,Cenozoic,33.9,27.82,icehouse
4242,S-N-m,0.09,1047,10318,114,108,210,channel,15,15,17,15,0.971341,sandy system,Rupelian,Oligocene,Paleogene,Cenozoic,33.9,27.82,icehouse
4243,S-N-m,0.08,1047,10318,114,108,210,channel,15,15,17,15,0.971341,sandy system,Rupelian,Oligocene,Paleogene,Cenozoic,33.9,27.82,icehouse
4244,S-N-m,0.14,1047,10318,114,108,210,channel,15,15,17,15,0.971341,sandy system,Rupelian,Oligocene,Paleogene,Cenozoic,33.9,27.82,icehouse
4245,S-N-m,0.08,1047,10318,114,108,210,channel,15,15,17,15,0.971341,sandy system,Rupelian,Oligocene,Paleogene,Cenozoic,33.9,27.82,icehouse
4246,S-N-m,0.12,1047,10318,114,108,210,channel,15,15,17,15,0.971341,sandy system,Rupelian,Oligocene,Paleogene,Cenozoic,33.9,27.82,icehouse
4247,S-N-m,0.08,1047,10318,114,108,210,channel,15,15,17,15,0.971341,sandy system,Rupelian,Oligocene,Paleogene,Cenozoic,33.9,27.82,icehouse
4248,S-N-m,0.42,1047,10318,114,108,210,channel,15,15,17,15,0.971341,sandy system,Rupelian,Oligocene,Paleogene,Cenozoic,33.9,27.82,icehouse
4249,S-N-l,0.18,1047,10318,114,108,210,channel,15,15,17,15,0.971341,sandy system,Rupelian,Oligocene,Paleogene,Cenozoic,33.9,27.82,icehouse
4250,S-N-m,1.43,1047,10318,114,108,210,channel,15,15,17,15,0.971341,sandy system,Rupelian,Oligocene,Paleogene,Cenozoic,33.9,27.82,icehouse
4251,S-N-m,0.79,1047,10318,114,108,210,channel,15,15,17,15,0.971341,sandy system,Rupelian,Oligocene,Paleogene,Cenozoic,33.9,27.82,icehouse
4252,S-N-m,0.12,1047,10318,114,108,210,channel,15,15,17,15,0.971341,sandy system,Rupelian,Oligocene,Paleogene,Cenozoic,33.9,27.82,icehouse
4253,S-N-m,0.1,1047,10318,114,108,210,channel,15,15,17,15,0.971341,sandy system,Rupelian,Oligocene,Paleogene,Cenozoic,33.9,27.82,icehouse
4254,S-N-l,0.23,1047,10318,114,108,210,channel,15,15,17,15,0.971341,sandy system,Rupelian,Oligocene,Paleogene,Cenozoic,33.9,27.82,icehouse
4255,S-N-m,0.4,1047,10318,114,108,210,channel,15,15,17,15,0.971341,sandy system,Rupelian,Oligocene,Paleogene,Cenozoic,33.9,27.82,icehouse
4256,S-N-x,0.41,1047,10318,114,108,210,channel,15,15,17,15,0.971341,sandy system,Rupelian,Oligocene,Paleogene,Cenozoic,33.9,27.82,icehouse
4257,S-N-m,0.22,1047,10318,114,108,210,channel,15,15,17,15,0.971341,sandy system,Rupelian,Oligocene,Paleogene,Cenozoic,33.9,27.82,icehouse
4258,S-N-m,0.2,1047,10318,114,108,210,channel,15,15,17,15,0.971341,sandy system,Rupelian,Oligocene,Paleogene,Cenozoic,33.9,27.82,icehouse
4259,S-N-m,0.15,1047,10318,114,108,210,channel,15,15,17,15,0.971341,sandy system,Rupelian,Oligocene,Paleogene,Cenozoic,33.9,27.82,icehouse
4260,S-N-m,0.12,1047,10318,114,108,210,channel,15,15,17,15,0.971341,sandy system,Rupelian,Oligocene,Paleogene,Cenozoic,33.9,27.82,icehouse
4261,S-N-m,0.35,1047,10318,114,108,210,channel,15,15,17,15,0.971341,sandy system,Rupelian,Oligocene,Paleogene,Cenozoic,33.9,27.82,icehouse
4262,S-N-x,0.24,1047,10318,114,108,210,channel,15,15,17,15,0.971341,sandy system,Rupelian,Oligocene,Paleogene,Cenozoic,33.9,27.82,icehouse
4263,S-N-m,0.05,1047,10318,114,108,210,channel,15,15,17,15,0.971341,sandy system,Rupelian,Oligocene,Paleogene,Cenozoic,33.9,27.82,icehouse
4264,S-N-m,0.13,1047,10318,114,108,210,channel,15,15,17,15,0.971341,sandy system,Rupelian,Oligocene,Paleogene,Cenozoic,33.9,27.82,icehouse
4265,S-F-x,0.95,1047,10318,114,108,210,channel,15,15,17,15,0.971341,sandy system,Rupelian,Oligocene,Paleogene,Cenozoic,33.9,27.82,icehouse
4266,S-N-m,0.43,1047,10318,114,108,210,channel,15,15,17,15,0.971341,sandy system,Rupelian,Oligocene,Paleogene,Cenozoic,33.9,27.82,icehouse
4267,S-N-m,0.13,1047,10318,114,108,210,channel,15,15,17,15,0.971341,sandy system,Rupelian,Oligocene,Paleogene,Cenozoic,33.9,27.82,icehouse
4268,S-N-m,0.11,1047,10318,114,108,210,channel,15,15,17,15,0.971341,sandy system,Rupelian,Oligocene,Paleogene,Cenozoic,33.9,27.82,icehouse
4269,S-N-l,0.14,1047,10318,114,108,210,channel,15,15,17,15,0.971341,sandy system,Rupelian,Oligocene,Paleogene,Cenozoic,33.9,27.82,icehouse
4270,S-N-m,0.61,1047,10318,114,108,210,channel,15,15,17,15,0.971341,sandy system,Rupelian,Oligocene,Paleogene,Cenozoic,33.9,27.82,icehouse
4271,S-N-m,1.52,1047,10318,114,108,210,channel,15,15,17,15,0.971341,sandy system,Rupelian,Oligocene,Paleogene,Cenozoic,33.9,27.82,icehouse
4272,S-N-m,1.62,1047,10318,114,108,210,channel,15,15,17,15,0.971341,sandy system,Rupelian,Oligocene,Paleogene,Cenozoic,33.9,27.82,icehouse
4292,S-N-m,1.77,1047,10319,114,108,210,channel,15,15,17,15,0.971341,sandy system,Rupelian,Oligocene,Paleogene,Cenozoic,33.9,27.82,icehouse
4293,S-N-x,2.81,1047,10319,114,108,210,channel,15,15,17,15,0.971341,sandy system,Rupelian,Oligocene,Paleogene,Cenozoic,33.9,27.82,icehouse
4294,S-N-m,2.18,1047,10319,114,108,210,channel,15,15,17,15,0.971341,sandy system,Rupelian,Oligocene,Paleogene,Cenozoic,33.9,27.82,icehouse
4295,S-N-m,2.75,1047,10319,114,108,210,channel,15,15,17,15,0.971341,sandy system,Rupelian,Oligocene,Paleogene,Cenozoic,33.9,27.82,icehouse
4296,S-N-x,2.98,1047,10319,114,108,210,channel,15,15,17,15,0.971341,sandy system,Rupelian,Oligocene,Paleogene,Cenozoic,33.9,27.82,icehouse
4297,S-N-m,4.75,1047,10319,114,108,210,channel,15,15,17,15,0.971341,sandy system,Rupelian,Oligocene,Paleogene,Cenozoic,33.9,27.82,icehouse
4298,S-N-l,0.27,1047,10319,114,108,210,channel,15,15,17,15,0.971341,sandy system,Rupelian,Oligocene,Paleogene,Cenozoic,33.9,27.82,icehouse
4299,S-N-m,4.08,1047,10319,114,108,210,channel,15,15,17,15,0.971341,sandy system,Rupelian,Oligocene,Paleogene,Cenozoic,33.9,27.82,icehouse
4300,S-N-l,0.48,1047,10319,114,108,210,channel,15,15,17,15,0.971341,sandy system,Rupelian,Oligocene,Paleogene,Cenozoic,33.9,27.82,icehouse
4301,S-N-m,0.46,1047,10319,114,108,210,channel,15,15,17,15,0.971341,sandy system,Rupelian,Oligocene,Paleogene,Cenozoic,33.9,27.82,icehouse
4302,S-N-m,0.6,1047,10319,114,108,210,channel,15,15,17,15,0.971341,sandy system,Rupelian,Oligocene,Paleogene,Cenozoic,33.9,27.82,icehouse
4303,S-N-m,0.67,1047,10319,114,108,210,channel,15,15,17,15,0.971341,sandy system,Rupelian,Oligocene,Paleogene,Cenozoic,33.9,27.82,icehouse
4304,S-N-m,0.62,1047,10319,114,108,210,channel,15,15,17,15,0.971341,sandy system,Rupelian,Oligocene,Paleogene,Cenozoic,33.9,27.82,icehouse
4305,S-N-x,0.61,1047,10319,114,108,210,channel,15,15,17,15,0.971341,sandy system,Rupelian,Oligocene,Paleogene,Cenozoic,33.9,27.82,icehouse
4306,S-N-x,0.44,1047,10319,114,108,210,channel,15,15,17,15,0.971341,sandy system,Rupelian,Oligocene,Paleogene,Cenozoic,33.9,27.82,icehouse
4307,S-F-x,0.61,1047,10319,114,108,210,channel,15,15,17,15,0.971341,sandy system,Rupelian,Oligocene,Paleogene,Cenozoic,33.9,27.82,icehouse
4308,S-N-m,1.89,1047,10319,114,108,210,channel,15,15,17,15,0.971341,sandy system,Rupelian,Oligocene,Paleogene,Cenozoic,33.9,27.82,icehouse
4309,S-N-m,0.13,1047,10319,114,108,210,channel,15,15,17,15,0.971341,sandy system,Rupelian,Oligocene,Paleogene,Cenozoic,33.9,27.82,icehouse
4310,S-N-m,2.36,1047,10319,114,108,210,channel,15,15,17,15,0.971341,sandy system,Rupelian,Oligocene,Paleogene,Cenozoic,33.9,27.82,icehouse
4311,S-N-m,1.1,1047,10319,114,108,210,channel,15,15,17,15,0.971341,sandy system,Rupelian,Oligocene,Paleogene,Cenozoic,33.9,27.82,icehouse
4312,S-N-l,0.13,1047,10319,114,108,210,channel,15,15,17,15,0.971341,sandy system,Rupelian,Oligocene,Paleogene,Cenozoic,33.9,27.82,icehouse
4313,S-N-x,1.38,1047,10319,114,108,210,channel,15,15,17,15,0.971341,sandy system,Rupelian,Oligocene,Paleogene,Cenozoic,33.9,27.82,icehouse
4314,S-N-x,0.7,1047,10319,114,108,210,channel,15,15,17,15,0.971341,sandy system,Rupelian,Oligocene,Paleogene,Cenozoic,33.9,27.82,icehouse
4315,S-N-m,0.52,1047,10319,114,108,210,channel,15,15,17,15,0.971341,sandy system,Rupelian,Oligocene,Paleogene,Cenozoic,33.9,27.82,icehouse
4316,S-N-m,0.1,1047,10319,114,108,210,channel,15,15,17,15,0.971341,sandy system,Rupelian,Oligocene,Paleogene,Cenozoic,33.9,27.82,icehouse
